Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/numericalintegralservice/0/3.14159,540,0,33000.0,30013.617693333304,941.5971999997055,34720.65870000006,290.0,3.01737581471442,0.0,33000,33000,33000,33000,33000,34000,34000,34000,35000,35000,35000
,Aggregated,540,0,33000.0,30013.617693333304,941.5971999997055,34720.65870000006,290.0,3.01737581471442,0.0,33000,33000,33000,33000,33000,34000,34000,34000,35000,35000,35000
